"id","created_at","updated_at","deleted_at","name","province_id"
"3173","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KOTA JAKARTA PUSAT","31"
"3174","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KOTA JAKARTA BARAT","31"
"3175","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KOTA JAKARTA UTARA","31"
"3201","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN BOGOR","32"
"3202","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN SUKABUMI","32"
"3203","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN CIANJUR","32"
"3204","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN BANDUNG","32"
"3205","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN GARUT","32"
"3206","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN TASIKMALAYA","32"
"3207","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN CIAMIS","32"
"3208","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN KUNINGAN","32"
"3209","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN CIREBON","32"
"3210","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN MAJALENGKA","32"
"3211","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN SUMEDANG","32"
"3212","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN INDRAMAYU","32"
"3213","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN SUBANG","32"
"3214","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN PURWAKARTA","32"
"3215","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN KARAWANG","32"
"3216","2020-10-26 13:10:07.370589+07:07","2020-10-26 13:10:07.370589+07:07",,"KABUPATEN BEKASI","32"
